  1.0000000e+000 -5.5017323e-001  9.3819836e-001
  1.0000000e+000 -9.0044727e-001  6.6435759e-001
  1.0000000e+000 -8.4184022e-001  6.6204039e-001
  1.0000000e+000  1.5707302e+000 -2.3971897e-001
  1.0000000e+000 -1.6511984e+000  4.2317755e-001
  1.0000000e+000  1.5213864e-001  1.2457167e+000
  1.0000000e+000 -6.0249346e-001  1.1068117e+000
  1.0000000e+000 -8.1467580e-001 -8.7261393e-001
  1.0000000e+000 -9.4654354e-001 -1.0133438e+000
  1.0000000e+000  7.2678556e-001  1.0991026e+000
  1.0000000e+000  1.1634781e+000  7.4324180e-002
  1.0000000e+000 -1.6642551e-001  1.5892767e+000
  1.0000000e+000 -1.6569469e+000 -1.2630384e-001
  1.0000000e+000  3.7348855e-002 -1.4407694e+000
  1.0000000e+000 -4.0557649e-001  9.3509769e-001
  1.0000000e+000 -1.0445686e+000  6.0465061e-001
  1.0000000e+000 -2.5623545e-003  1.6694539e+000
  1.0000000e+000 -9.5413918e-002 -1.6418229e+000
  1.0000000e+000 -8.8365562e-001  1.5057250e+000
  1.0000000e+000 -5.5458637e-001 -1.1315529e+000
  1.0000000e+000  5.0620908e-002  1.0461646e+000
  1.0000000e+000 -4.3493285e-001 -1.2422584e+000
  1.0000000e+000  1.4264561e-001  1.5468597e+000
  1.0000000e+000 -9.2924764e-001 -7.5922413e-001
  1.0000000e+000 -1.7818261e+000  4.0995866e-002
  1.0000000e+000 -3.6059962e-001  1.3141386e+000
  1.0000000e+000  5.9565230e-002  1.4746134e+000
  1.0000000e+000  1.0467011e+000  9.1769352e-001
  1.0000000e+000 -1.6691371e+000  4.5116113e-001
  1.0000000e+000  6.2891780e-001  1.5915528e+000
  1.0000000e+000  1.1706154e+000  3.8720649e-001
  1.0000000e+000  1.0416053e+000  8.8528860e-001
  1.0000000e+000  9.4958043e-001 -8.7611028e-001
  1.0000000e+000  1.0675262e+000 -1.0393444e-001
  1.0000000e+000  1.4073025e+000 -1.0345926e+000
  1.0000000e+000 -1.1752347e+000 -8.5669385e-001
  1.0000000e+000  1.3783989e+000 -1.1727541e+000
  1.0000000e+000  1.3305361e+000 -8.9998358e-001
  1.0000000e+000  8.5987719e-002 -1.0774384e+000
  1.0000000e+000 -1.5941359e-001 -1.6241988e+000
  1.0000000e+000 -1.7257304e+000 -2.9289834e-001
  1.0000000e+000 -3.9248883e-001 -1.3974482e+000
  1.0000000e+000 -3.8473301e-001  1.0563827e+000
  1.0000000e+000 -1.0062796e+000 -1.3762200e+000
  1.0000000e+000 -1.0522284e+000  1.4071381e+000
  1.0000000e+000 -8.9470513e-001 -1.2357491e+000
  1.0000000e+000  3.8983925e-001  1.2375845e+000
  1.0000000e+000 -8.8377026e-001 -5.7027801e-001
  1.0000000e+000 -1.3162262e+000  4.4915024e-001
  1.0000000e+000 -5.5182521e-001  1.2524580e+000
  1.0000000e+000 -4.6116345e-001 -9.8428422e-001
  1.0000000e+000  6.3656693e-001  1.0756737e+000
  1.0000000e+000 -4.0237350e-001 -1.3786849e+000
  1.0000000e+000  9.8789915e-001 -6.7844977e-001
  1.0000000e+000 -1.0452383e+000  1.4393956e-001
  1.0000000e+000  1.8000480e+000  7.2708609e-002
  1.0000000e+000 -8.0604024e-001  1.3551291e+000
  1.0000000e+000 -9.2338921e-001  1.2528192e+000
  1.0000000e+000 -6.2030949e-001 -8.0380632e-001
  1.0000000e+000  1.1157646e+000 -9.9180509e-001
  1.0000000e+000 -2.2002708e-001  1.3131042e+000
  1.0000000e+000 -6.7990154e-001 -1.5912359e+000
  1.0000000e+000 -1.3517976e+000 -3.4115495e-001
  1.0000000e+000  1.2554466e+000  3.4550392e-001
  1.0000000e+000 -5.4563809e-001  1.5209887e+000
  1.0000000e+000 -8.4634802e-001  1.6163022e+000
  1.0000000e+000  1.3600713e+000 -3.7147452e-001
  1.0000000e+000 -1.0596866e+000 -2.9938515e-001
  1.0000000e+000  8.5715182e-001  1.1367561e+000
  1.0000000e+000 -6.6525407e-001  9.3076440e-001
  1.0000000e+000 -6.2642791e-001  8.7241993e-001
  1.0000000e+000 -9.0447495e-001 -1.5003220e+000
  1.0000000e+000 -8.0430101e-001  9.2317198e-001
  1.0000000e+000  1.2335903e+000 -2.7085657e-002
  1.0000000e+000 -1.0084272e+000  1.0320759e+000
  1.0000000e+000 -6.8039818e-001  8.2253410e-001
  1.0000000e+000 -5.5534332e-001 -1.3666584e+000
  1.0000000e+000 -1.0064639e+000  8.6329159e-001
  1.0000000e+000  5.2745636e-001  1.1532923e+000
  1.0000000e+000  1.0751175e+000 -6.4293269e-001
  1.0000000e+000  8.5068224e-001 -9.8008319e-001
  1.0000000e+000  1.1745368e+000 -4.8354593e-001
  1.0000000e+000 -1.2940863e+000 -1.2389459e+000
  1.0000000e+000 -5.0951860e-002  1.0472127e+000
  1.0000000e+000  1.3527354e+000  1.8820520e-001
  1.0000000e+000 -7.6649295e-001  7.6541929e-001
  1.0000000e+000 -2.6229594e-001 -1.4991280e+000
  1.0000000e+000 -1.1074644e-001 -1.1144020e+000
  1.0000000e+000  4.9238927e-001  1.0745717e+000
  1.0000000e+000  1.4263233e+000  1.0173689e+000
  1.0000000e+000  8.4398039e-001  1.4907600e+000
  1.0000000e+000 -1.1391054e+000 -7.5970477e-002
  1.0000000e+000 -1.6033368e+000 -1.2336839e-001
  1.0000000e+000 -1.3662556e+000 -1.1312611e+000
  1.0000000e+000 -1.1169431e+000  5.2834567e-001
  1.0000000e+000  6.4314333e-001 -1.5045219e+000
  1.0000000e+000  1.5360144e+000 -2.7556957e-002
  1.0000000e+000 -1.7207986e+000  2.8808623e-001
  1.0000000e+000 -5.1616407e-001  1.6203840e+000
  1.0000000e+000  1.6463871e+000  3.3675647e-001
  1.0000000e+000 -6.4288924e-002 -1.3527036e+000
  1.0000000e+000  1.3321633e+000  2.9231911e-001
  1.0000000e+000  9.1248385e-001  1.4457830e+000
  1.0000000e+000  1.1977043e+000  1.2434140e-001
  1.0000000e+000 -4.8461011e-001  1.1765902e+000
  1.0000000e+000 -4.5652823e-001 -9.0640004e-001
  1.0000000e+000 -4.8694263e-001  1.2440680e+000
  1.0000000e+000 -8.0665930e-001 -9.0152724e-001
  1.0000000e+000  8.1614883e-002  1.8179563e+000
  1.0000000e+000 -1.7039291e+000  3.0855631e-001
  1.0000000e+000 -8.3212564e-001 -8.3052898e-001
  1.0000000e+000 -3.1701223e-001 -1.0616274e+000
  1.0000000e+000  1.4773915e+000 -9.1800463e-001
  1.0000000e+000 -9.7021741e-001  1.0469974e+000
  1.0000000e+000  9.7000433e-001  1.2073846e+000
  1.0000000e+000 -5.6488085e-001  1.3726723e+000
  1.0000000e+000  1.6740450e+000 -4.8025181e-001
  1.0000000e+000  1.6711356e+000 -3.2931343e-001
  1.0000000e+000  1.1383156e+000  4.0118877e-001
  1.0000000e+000  1.0365977e+000 -7.9089386e-001
  1.0000000e+000  1.9151484e-001  1.4103413e+000
  1.0000000e+000 -1.0055590e+000 -1.4191630e+000
  1.0000000e+000 -2.7167140e-001 -1.0053305e+000
  1.0000000e+000 -1.0530786e+000  6.8564907e-001
  1.0000000e+000  3.6503988e-001  1.3798918e+000
  1.0000000e+000  9.3719403e-001 -1.2343997e+000
  1.0000000e+000  3.7965954e-001 -1.5441940e+000
  1.0000000e+000  2.1799987e-001  1.5135163e+000
  1.0000000e+000 -1.9458889e-001  1.3912924e+000
  1.0000000e+000  9.7589307e-001 -5.9205965e-001
  1.0000000e+000  1.0415686e+000  4.0437912e-001
  1.0000000e+000  5.3515321e-001 -1.7037111e+000
  1.0000000e+000  5.6029623e-001 -9.4120506e-001
  1.0000000e+000 -9.7621695e-001  1.3942996e+000
  1.0000000e+000  8.9233137e-001  1.1389536e+000
  1.0000000e+000  1.2531328e+000  6.5847129e-001
  1.0000000e+000  4.4532984e-001 -1.3774957e+000
  1.0000000e+000  1.8194679e+000 -8.1941521e-002
  1.0000000e+000  1.6247235e-001  1.2650536e+000
  1.0000000e+000 -3.1239752e-001 -1.2270302e+000
  1.0000000e+000 -3.1658339e-001 -1.1654238e+000
  1.0000000e+000 -9.0759730e-001  1.5302654e+000
  1.0000000e+000  5.7013887e-001 -8.4987010e-001
  1.0000000e+000  1.5060527e+000  4.8253925e-002
  1.0000000e+000 -1.6721835e+000 -5.3285912e-001
  1.0000000e+000  1.5314765e+000  8.6840655e-001
  1.0000000e+000  3.8879674e-001  1.7319337e+000
  1.0000000e+000  1.0428521e+000 -6.7464813e-001
  1.0000000e+000  1.1916636e+000 -7.5438552e-001
  1.0000000e+000  1.3333128e+000  4.5639546e-001
  1.0000000e+000 -2.8742022e-001  1.2336016e+000
  1.0000000e+000 -1.0201276e+000  1.2193479e+000
  1.0000000e+000  1.0564573e+000 -9.5443901e-002
  1.0000000e+000  1.6779818e-001 -1.0111017e+000
  1.0000000e+000 -1.1109586e+000  7.1876053e-001
  1.0000000e+000 -8.4197130e-001  1.0115168e+000
  1.0000000e+000  7.5361983e-001  8.0435848e-001
  1.0000000e+000 -6.3925222e-001 -1.3182192e+000
  1.0000000e+000 -1.0445421e+000 -1.2085974e+000
  1.0000000e+000  9.2188061e-001 -9.6381540e-001
  1.0000000e+000  4.6595414e-002  1.8276358e+000
  1.0000000e+000 -5.3010631e-001  1.6346318e+000
  1.0000000e+000 -1.6080335e+000  1.6486406e-001
  1.0000000e+000  1.1484618e+000  3.6465670e-001
